Recency,Frequency,Monetary,Cluster,Segment
0,9,45791,1,Regular Shoppers
32,25,119842,0,Loyal Customers
221,8,117992,3,Potential High-Value
310,1,34999,2,Churned Customers
193,5,34495,1,Regular Shoppers
203,10,76690,1,Regular Shoppers
19,5,3245,1,Regular Shoppers
63,3,11997,1,Regular Shoppers
11,25,188725,0,Loyal Customers
43,9,135491,3,Potential High-Value
3,5,54895,1,Regular Shoppers
179,1,15999,1,Regular Shoppers
171,1,39999,1,Regular Shoppers
407,1,19999,2,Churned Customers
18,10,73600,3,Potential High-Value
206,7,114973,3,Potential High-Value
69,5,61195,1,Regular Shoppers
100,7,97493,3,Potential High-Value
95,3,4563,1,Regular Shoppers
143,6,45194,1,Regular Shoppers
6,9,128391,3,Potential High-Value
65,10,23390,1,Regular Shoppers
49,8,27802,1,Regular Shoppers
316,1,49999,2,Churned Customers
617,1,2999,2,Churned Customers
320,3,10297,2,Churned Customers
6,17,45694,3,Potential High-Value
46,5,42995,1,Regular Shoppers
131,7,89893,1,Regular Shoppers
0,14,101236,3,Potential High-Value
200,7,121693,3,Potential High-Value
5,38,310213,0,Loyal Customers
41,12,99188,3,Potential High-Value
12,6,113594,3,Potential High-Value
47,4,44996,1,Regular Shoppers
63,13,95487,3,Potential High-Value
65,10,69890,3,Potential High-Value
206,4,5796,1,Regular Shoppers
321,2,1248,2,Churned Customers
9,8,18942,1,Regular Shoppers
8,10,168290,3,Potential High-Value
48,5,36595,1,Regular Shoppers
208,8,100553,1,Regular Shoppers
73,15,107756,3,Potential High-Value
139,3,3997,1,Regular Shoppers
11,19,135443,3,Potential High-Value
50,4,24996,1,Regular Shoppers
84,6,21155,1,Regular Shoppers
5,8,31242,1,Regular Shoppers
175,2,6598,1,Regular Shoppers
99,6,77244,1,Regular Shoppers
34,9,51791,1,Regular Shoppers
129,4,44596,1,Regular Shoppers
378,2,1128,2,Churned Customers
48,8,60092,1,Regular Shoppers
149,10,31820,1,Regular Shoppers
250,2,3198,2,Churned Customers
77,8,13442,1,Regular Shoppers
42,11,66089,3,Potential High-Value
217,5,6025,1,Regular Shoppers
481,1,34999,2,Churned Customers
204,14,78536,3,Potential High-Value
116,6,93744,1,Regular Shoppers
0,8,29742,1,Regular Shoppers
12,6,35755,1,Regular Shoppers
20,2,50198,1,Regular Shoppers
104,7,69693,1,Regular Shoppers
22,26,353474,0,Loyal Customers
249,7,109093,1,Regular Shoppers
42,8,67892,1,Regular Shoppers
126,6,27144,1,Regular Shoppers
248,3,13048,2,Churned Customers
19,8,68092,1,Regular Shoppers
13,29,352221,0,Loyal Customers
14,20,206930,0,Loyal Customers
43,15,118395,3,Potential High-Value
74,7,8604,1,Regular Shoppers
2,6,43994,1,Regular Shoppers
65,22,282954,0,Loyal Customers
22,4,14167,1,Regular Shoppers
155,9,91591,3,Potential High-Value
44,5,43795,1,Regular Shoppers
646,4,6996,2,Churned Customers
53,9,30107,1,Regular Shoppers
83,1,499,1,Regular Shoppers
14,2,1798,1,Regular Shoppers
44,3,19197,1,Regular Shoppers
71,17,134783,3,Potential High-Value
387,2,13448,2,Churned Customers
0,8,51592,1,Regular Shoppers
76,10,36670,1,Regular Shoppers
47,21,204650,0,Loyal Customers
77,7,113064,3,Potential High-Value
37,4,92226,1,Regular Shoppers
11,19,181331,3,Potential High-Value
23,23,149327,0,Loyal Customers
19,16,88034,3,Potential High-Value
104,3,20797,1,Regular Shoppers
55,10,70640,3,Potential High-Value
325,6,50594,2,Churned Customers
36,27,156423,0,Loyal Customers
544,4,38246,2,Churned Customers
145,6,45240,1,Regular Shoppers
52,15,77865,3,Potential High-Value
28,3,21697,1,Regular Shoppers
36,38,383962,0,Loyal Customers
2,12,120638,3,Potential High-Value
339,7,78059,2,Churned Customers
83,13,111048,3,Potential High-Value
3,20,204596,0,Loyal Customers
80,30,292342,0,Loyal Customers
110,6,91994,1,Regular Shoppers
29,21,154179,3,Potential High-Value
34,6,4760,1,Regular Shoppers
194,6,81644,1,Regular Shoppers
48,10,91490,3,Potential High-Value
66,15,133165,3,Potential High-Value
14,26,321524,0,Loyal Customers
67,6,50094,1,Regular Shoppers
17,13,82337,3,Potential High-Value
33,22,218454,0,Loyal Customers
258,10,134290,3,Potential High-Value
35,3,32097,1,Regular Shoppers
61,10,55590,1,Regular Shoppers
188,5,54195,1,Regular Shoppers
30,5,36495,1,Regular Shoppers
48,25,278276,0,Loyal Customers
20,8,83842,3,Potential High-Value
78,7,41243,1,Regular Shoppers
25,26,282630,0,Loyal Customers
52,8,77408,1,Regular Shoppers
25,10,104640,3,Potential High-Value
222,5,7345,1,Regular Shoppers
67,10,43540,1,Regular Shoppers
517,2,1398,2,Churned Customers
19,20,184797,0,Loyal Customers
116,4,32496,1,Regular Shoppers
587,2,1748,2,Churned Customers
5,24,212213,0,Loyal Customers
9,7,85703,3,Potential High-Value
157,4,16296,1,Regular Shoppers
0,9,60121,1,Regular Shoppers
44,6,12150,1,Regular Shoppers
13,4,9496,1,Regular Shoppers
0,16,241705,0,Loyal Customers
47,1,799,1,Regular Shoppers
19,39,409367,0,Loyal Customers
698,1,299,2,Churned Customers
67,10,37090,1,Regular Shoppers
35,9,21991,1,Regular Shoppers
19,10,40590,1,Regular Shoppers
139,9,98241,3,Potential High-Value
8,25,352475,0,Loyal Customers
292,1,4499,2,Churned Customers
401,2,20998,2,Churned Customers
105,4,24996,1,Regular Shoppers
337,3,58997,2,Churned Customers
14,10,229790,3,Potential High-Value
17,7,80893,3,Potential High-Value
433,7,43223,2,Churned Customers
275,4,8196,2,Churned Customers
324,4,59996,2,Churned Customers
467,3,40497,2,Churned Customers
57,10,81740,3,Potential High-Value
125,12,50638,1,Regular Shoppers
82,5,136995,3,Potential High-Value
102,5,77245,1,Regular Shoppers
616,1,299,2,Churned Customers
354,2,898,2,Churned Customers
159,10,88590,3,Potential High-Value
304,1,299,2,Churned Customers
129,4,26896,1,Regular Shoppers
151,3,2697,1,Regular Shoppers
2,5,27545,1,Regular Shoppers
172,4,25246,1,Regular Shoppers
175,11,51169,1,Regular Shoppers
312,4,48596,2,Churned Customers
8,12,39888,1,Regular Shoppers
729,1,29999,2,Churned Customers
199,1,999,1,Regular Shoppers
5,53,592497,0,Loyal Customers
18,9,27837,1,Regular Shoppers
85,3,25797,1,Regular Shoppers
11,7,6353,1,Regular Shoppers
77,9,179591,3,Potential High-Value
77,7,22393,1,Regular Shoppers
91,9,76877,1,Regular Shoppers
34,8,140543,3,Potential High-Value
29,6,11494,1,Regular Shoppers
23,24,219388,0,Loyal Customers
33,8,174492,3,Potential High-Value
155,6,16950,1,Regular Shoppers
30,18,248782,0,Loyal Customers
238,3,23997,1,Regular Shoppers
19,21,170625,0,Loyal Customers
146,8,50392,1,Regular Shoppers
108,14,151816,3,Potential High-Value
4,8,25242,1,Regular Shoppers
253,3,2097,2,Churned Customers
35,6,66094,1,Regular Shoppers
120,9,112791,3,Potential High-Value
36,25,111175,3,Potential High-Value
136,5,3861,1,Regular Shoppers
108,5,20995,1,Regular Shoppers
18,9,155491,3,Potential High-Value
212,5,60295,1,Regular Shoppers
69,6,58794,1,Regular Shoppers
22,9,57841,1,Regular Shoppers
5,9,91121,3,Potential High-Value
139,5,55495,1,Regular Shoppers
52,1,24999,1,Regular Shoppers
23,8,40058,1,Regular Shoppers
217,2,35448,1,Regular Shoppers
60,9,18591,1,Regular Shoppers
92,6,7660,1,Regular Shoppers
13,25,180485,0,Loyal Customers
59,10,70090,3,Potential High-Value
273,2,1678,2,Churned Customers
19,8,100292,3,Potential High-Value
137,7,55493,1,Regular Shoppers
142,8,40092,1,Regular Shoppers
407,1,3999,2,Churned Customers
98,2,3598,1,Regular Shoppers
224,7,89243,1,Regular Shoppers
97,8,29792,1,Regular Shoppers
250,1,4499,2,Churned Customers
3,6,57694,1,Regular Shoppers
13,19,145081,3,Potential High-Value
107,8,58323,1,Regular Shoppers
516,3,7858,2,Churned Customers
140,5,36195,1,Regular Shoppers
26,18,206282,0,Loyal Customers
23,19,225181,0,Loyal Customers
17,22,229728,0,Loyal Customers
358,3,61497,2,Churned Customers
186,4,96196,1,Regular Shoppers
21,46,474226,0,Loyal Customers
20,10,190190,3,Potential High-Value
4,3,30337,1,Regular Shoppers
3,13,112437,3,Potential High-Value
75,8,61492,1,Regular Shoppers
132,18,91682,3,Potential High-Value
23,10,53491,1,Regular Shoppers
163,11,98150,3,Potential High-Value
94,4,7796,1,Regular Shoppers
155,3,58997,1,Regular Shoppers
91,15,120635,3,Potential High-Value
33,4,12496,1,Regular Shoppers
23,18,182482,3,Potential High-Value
88,6,23565,1,Regular Shoppers
111,5,8395,1,Regular Shoppers
30,8,85043,3,Potential High-Value
83,6,16474,1,Regular Shoppers
25,8,117792,3,Potential High-Value
117,8,154592,3,Potential High-Value
40,3,19697,1,Regular Shoppers
23,23,239874,0,Loyal Customers
306,1,999,2,Churned Customers
52,7,34323,1,Regular Shoppers
58,10,46220,1,Regular Shoppers
205,2,4498,1,Regular Shoppers
15,24,358442,0,Loyal Customers
130,2,1898,1,Regular Shoppers
163,2,7498,1,Regular Shoppers
11,13,128287,3,Potential High-Value
186,7,5744,1,Regular Shoppers
51,12,107988,3,Potential High-Value
26,12,128488,3,Potential High-Value
93,6,38894,1,Regular Shoppers
350,2,3098,2,Churned Customers
14,29,254752,0,Loyal Customers
42,6,9194,1,Regular Shoppers
11,28,234294,0,Loyal Customers
360,2,20598,2,Churned Customers
15,30,298926,0,Loyal Customers
8,7,132893,3,Potential High-Value
4,6,71644,1,Regular Shoppers
80,5,7205,1,Regular Shoppers
22,8,38742,1,Regular Shoppers
42,3,31297,1,Regular Shoppers
9,10,40090,1,Regular Shoppers
180,8,137558,3,Potential High-Value
19,16,88884,3,Potential High-Value
123,1,1999,1,Regular Shoppers
44,17,168284,3,Potential High-Value
30,5,82561,1,Regular Shoppers
75,8,116792,3,Potential High-Value
57,3,5697,1,Regular Shoppers
213,3,7797,1,Regular Shoppers
366,2,4998,2,Churned Customers
682,1,1499,2,Churned Customers
22,14,225886,3,Potential High-Value
8,4,44496,1,Regular Shoppers
32,7,29393,1,Regular Shoppers
201,17,222233,3,Potential High-Value
85,6,91424,1,Regular Shoppers
115,6,62460,1,Regular Shoppers
98,7,72093,1,Regular Shoppers
57,10,56590,1,Regular Shoppers
79,8,86792,3,Potential High-Value
100,6,63994,1,Regular Shoppers
8,9,79941,3,Potential High-Value
2,7,122173,3,Potential High-Value
313,2,3098,2,Churned Customers
97,6,96365,1,Regular Shoppers
62,10,12251,1,Regular Shoppers
282,5,49695,2,Churned Customers
31,9,74447,3,Potential High-Value
422,1,2499,2,Churned Customers
38,4,6196,1,Regular Shoppers
130,4,3746,1,Regular Shoppers
7,15,131685,3,Potential High-Value
23,10,91890,3,Potential High-Value
17,9,48841,1,Regular Shoppers
37,2,2598,1,Regular Shoppers
1,23,203227,0,Loyal Customers
70,8,80692,1,Regular Shoppers
659,1,2999,2,Churned Customers
164,8,92192,1,Regular Shoppers
133,2,32998,1,Regular Shoppers
65,2,6298,1,Regular Shoppers
309,5,119295,2,Churned Customers
96,10,85790,3,Potential High-Value
251,5,25995,2,Churned Customers
46,7,45643,1,Regular Shoppers
232,2,2569,1,Regular Shoppers
48,14,90866,3,Potential High-Value
39,10,130750,3,Potential High-Value
50,8,67692,1,Regular Shoppers
57,7,17793,1,Regular Shoppers
355,5,80995,2,Churned Customers
30,17,169913,3,Potential High-Value
22,10,107190,3,Potential High-Value
20,23,171708,0,Loyal Customers
55,10,60240,1,Regular Shoppers
169,8,90492,1,Regular Shoppers
15,11,89300,3,Potential High-Value
223,4,35896,1,Regular Shoppers
544,4,31996,2,Churned Customers
15,6,92360,3,Potential High-Value
88,7,78693,1,Regular Shoppers
12,11,85139,3,Potential High-Value
112,3,4897,1,Regular Shoppers
302,7,37693,2,Churned Customers
51,7,10993,1,Regular Shoppers
211,13,130537,3,Potential High-Value
65,7,62564,1,Regular Shoppers
74,7,47993,1,Regular Shoppers
15,7,44159,1,Regular Shoppers
47,7,86943,3,Potential High-Value
447,1,1299,2,Churned Customers
7,13,133487,3,Potential High-Value
67,3,29297,1,Regular Shoppers
144,5,12495,1,Regular Shoppers
27,20,274280,0,Loyal Customers
1,8,14692,1,Regular Shoppers
236,2,39998,1,Regular Shoppers
54,24,253887,0,Loyal Customers
255,1,4999,2,Churned Customers
570,1,9999,2,Churned Customers
104,14,89697,3,Potential High-Value
248,1,44999,2,Churned Customers
5,8,34008,1,Regular Shoppers
268,3,41777,2,Churned Customers
15,9,49241,1,Regular Shoppers
52,9,42321,1,Regular Shoppers
166,4,16996,1,Regular Shoppers
2,8,7014,1,Regular Shoppers
36,7,35593,1,Regular Shoppers
113,8,158443,3,Potential High-Value
59,26,237124,0,Loyal Customers
145,4,25996,1,Regular Shoppers
129,8,78792,1,Regular Shoppers
91,5,48995,1,Regular Shoppers
96,20,132330,3,Potential High-Value
3,23,233677,0,Loyal Customers
19,10,63690,3,Potential High-Value
183,4,20496,1,Regular Shoppers
80,3,847,1,Regular Shoppers
9,26,279674,0,Loyal Customers
133,6,45694,1,Regular Shoppers
9,14,62342,3,Potential High-Value
5,18,149742,3,Potential High-Value
149,17,141183,3,Potential High-Value
84,2,5298,1,Regular Shoppers
232,1,999,1,Regular Shoppers
104,2,40148,1,Regular Shoppers
171,6,17094,1,Regular Shoppers
61,1,999,1,Regular Shoppers
169,9,78691,1,Regular Shoppers
61,4,71996,1,Regular Shoppers
85,4,56296,1,Regular Shoppers
92,4,5362,1,Regular Shoppers
15,1,999,1,Regular Shoppers
164,2,1948,1,Regular Shoppers
50,5,56295,1,Regular Shoppers
196,3,55797,1,Regular Shoppers
159,8,43892,1,Regular Shoppers
13,18,373592,0,Loyal Customers
49,26,358334,0,Loyal Customers
91,10,87940,3,Potential High-Value
102,9,79342,1,Regular Shoppers
380,1,2999,2,Churned Customers
75,4,23996,1,Regular Shoppers
66,8,82993,3,Potential High-Value
4,24,260476,0,Loyal Customers
482,1,99,2,Churned Customers
62,16,286084,0,Loyal Customers
81,10,93090,3,Potential High-Value
55,24,223576,0,Loyal Customers
6,17,142233,3,Potential High-Value
647,1,499,2,Churned Customers
173,10,151220,3,Potential High-Value
129,5,6551,1,Regular Shoppers
57,29,351221,0,Loyal Customers
30,13,128583,3,Potential High-Value
306,5,130125,2,Churned Customers
160,5,38895,1,Regular Shoppers
11,8,30492,1,Regular Shoppers
19,19,182631,3,Potential High-Value
86,8,111092,3,Potential High-Value
35,3,31997,1,Regular Shoppers
152,10,73640,1,Regular Shoppers
83,9,29491,1,Regular Shoppers
141,4,189996,3,Potential High-Value
452,1,999,2,Churned Customers
120,3,55297,1,Regular Shoppers
33,10,209601,3,Potential High-Value
723,1,22999,2,Churned Customers
58,8,74302,1,Regular Shoppers
99,3,1847,1,Regular Shoppers
7,7,13123,1,Regular Shoppers
427,7,15393,2,Churned Customers
245,9,116657,3,Potential High-Value
231,3,23997,1,Regular Shoppers
26,6,23694,1,Regular Shoppers
361,3,35497,2,Churned Customers
60,8,74648,1,Regular Shoppers
156,3,6497,1,Regular Shoppers
205,3,32707,1,Regular Shoppers
114,7,42293,1,Regular Shoppers
260,7,77693,1,Regular Shoppers
0,15,187865,3,Potential High-Value
578,2,3598,2,Churned Customers
30,10,76190,3,Potential High-Value
20,29,245121,0,Loyal Customers
53,7,67159,1,Regular Shoppers
3,46,388036,0,Loyal Customers
506,2,1798,2,Churned Customers
151,5,4695,1,Regular Shoppers
17,10,120040,3,Potential High-Value
24,30,290391,0,Loyal Customers
48,10,90790,3,Potential High-Value
2,14,260246,0,Loyal Customers
37,7,46049,1,Regular Shoppers
267,6,48344,2,Churned Customers
604,3,6147,2,Churned Customers
68,9,40391,1,Regular Shoppers
8,8,85553,3,Potential High-Value
6,9,86041,3,Potential High-Value
391,1,24999,2,Churned Customers
95,5,23845,1,Regular Shoppers
192,2,46998,1,Regular Shoppers
36,8,63142,1,Regular Shoppers
60,17,213083,3,Potential High-Value
86,20,58390,3,Potential High-Value
137,8,108792,3,Potential High-Value
5,5,44995,1,Regular Shoppers
22,19,199737,0,Loyal Customers
43,7,25493,1,Regular Shoppers
10,30,193440,0,Loyal Customers
161,6,9994,1,Regular Shoppers
75,6,56694,1,Regular Shoppers
12,7,50250,1,Regular Shoppers
231,3,26197,1,Regular Shoppers
76,8,117792,3,Potential High-Value
18,14,156836,3,Potential High-Value
195,4,7546,1,Regular Shoppers
23,22,90789,3,Potential High-Value
81,7,82064,1,Regular Shoppers
97,9,119391,3,Potential High-Value
15,29,180871,0,Loyal Customers
61,9,37191,1,Regular Shoppers
264,4,11996,2,Churned Customers
461,1,24999,2,Churned Customers
27,10,13440,1,Regular Shoppers
49,15,109286,3,Potential High-Value
87,3,20863,1,Regular Shoppers
46,7,39243,1,Regular Shoppers
37,15,192976,3,Potential High-Value
168,7,6543,1,Regular Shoppers
1,28,267972,0,Loyal Customers
59,4,45696,1,Regular Shoppers
75,6,126294,3,Potential High-Value
11,4,6996,1,Regular Shoppers
127,2,4198,1,Regular Shoppers
4,10,11156,1,Regular Shoppers
8,8,75642,3,Potential High-Value
10,28,91238,0,Loyal Customers
21,30,200780,0,Loyal Customers
5,27,302194,0,Loyal Customers
182,6,35244,1,Regular Shoppers
57,12,79388,3,Potential High-Value
405,3,4897,2,Churned Customers
75,13,84317,3,Potential High-Value
257,9,36391,1,Regular Shoppers
130,2,1148,1,Regular Shoppers
169,7,89193,1,Regular Shoppers
7,28,358472,0,Loyal Customers
40,7,98993,3,Potential High-Value
228,6,42794,1,Regular Shoppers
54,24,295227,0,Loyal Customers
68,10,28161,1,Regular Shoppers
399,4,52802,2,Churned Customers
15,21,194379,0,Loyal Customers
180,4,23996,1,Regular Shoppers
38,30,231420,0,Loyal Customers
643,1,599,2,Churned Customers
19,18,240182,0,Loyal Customers
142,4,3896,1,Regular Shoppers
336,2,90348,2,Churned Customers
279,1,899,2,Churned Customers
84,9,85991,3,Potential High-Value
73,12,108488,3,Potential High-Value
93,2,23498,1,Regular Shoppers
35,23,134448,3,Potential High-Value
89,6,86294,1,Regular Shoppers
239,2,2998,2,Churned Customers
77,4,61357,1,Regular Shoppers
122,6,119794,3,Potential High-Value
13,12,96488,3,Potential High-Value
3,4,5596,1,Regular Shoppers
36,10,12551,1,Regular Shoppers
94,2,2298,1,Regular Shoppers
91,5,15745,1,Regular Shoppers
0,6,66694,1,Regular Shoppers
15,6,10144,1,Regular Shoppers
1,30,317287,0,Loyal Customers
29,6,18694,1,Regular Shoppers
129,9,43721,1,Regular Shoppers
74,3,42197,1,Regular Shoppers
677,1,999,2,Churned Customers
105,5,40205,1,Regular Shoppers
19,3,10997,1,Regular Shoppers
459,1,399,2,Churned Customers
38,8,51342,1,Regular Shoppers
66,9,133591,3,Potential High-Value
549,1,19999,2,Churned Customers
35,9,49801,1,Regular Shoppers
4,11,79789,3,Potential High-Value
484,3,10297,2,Churned Customers
30,9,106941,3,Potential High-Value
124,9,50941,1,Regular Shoppers
125,1,29999,1,Regular Shoppers
48,8,83792,3,Potential High-Value
72,6,6394,1,Regular Shoppers
98,15,76535,3,Potential High-Value
54,19,229311,0,Loyal Customers
27,6,8994,1,Regular Shoppers
50,10,11990,1,Regular Shoppers
183,2,13598,1,Regular Shoppers
9,18,102138,3,Potential High-Value
10,20,196830,0,Loyal Customers
584,1,3499,2,Churned Customers
48,14,53636,3,Potential High-Value
19,11,65139,3,Potential High-Value
347,2,15148,2,Churned Customers
86,2,3798,1,Regular Shoppers
353,1,4999,2,Churned Customers
139,7,55093,1,Regular Shoppers
102,10,59506,1,Regular Shoppers
202,3,8068,1,Regular Shoppers
626,4,35696,2,Churned Customers
130,10,81590,3,Potential High-Value
107,8,43002,1,Regular Shoppers
193,2,30298,1,Regular Shoppers
4,10,42890,1,Regular Shoppers
32,10,161190,3,Potential High-Value
26,2,1398,1,Regular Shoppers
41,4,9836,1,Regular Shoppers
11,7,40493,1,Regular Shoppers
245,2,2898,2,Churned Customers
62,7,26533,1,Regular Shoppers
137,4,2146,1,Regular Shoppers
132,5,35895,1,Regular Shoppers
1,9,102791,3,Potential High-Value
335,6,40894,2,Churned Customers
54,4,75796,1,Regular Shoppers
367,2,5498,2,Churned Customers
9,4,10596,1,Regular Shoppers
0,44,260766,0,Loyal Customers
236,2,898,1,Regular Shoppers
315,3,30697,2,Churned Customers
95,10,40646,1,Regular Shoppers
274,3,52897,2,Churned Customers
1,25,236975,0,Loyal Customers
121,2,5198,1,Regular Shoppers
19,30,239820,0,Loyal Customers
146,5,50095,1,Regular Shoppers
85,10,138690,3,Potential High-Value
16,24,209906,0,Loyal Customers
152,7,18793,1,Regular Shoppers
5,8,6192,1,Regular Shoppers
311,2,3998,2,Churned Customers
88,6,43094,1,Regular Shoppers
65,10,54991,1,Regular Shoppers
34,29,315782,0,Loyal Customers
712,1,12999,2,Churned Customers
4,26,157184,0,Loyal Customers
0,12,107088,3,Potential High-Value
58,7,61849,1,Regular Shoppers
583,1,299,2,Churned Customers
36,7,48873,1,Regular Shoppers
140,7,37873,1,Regular Shoppers
181,1,19999,1,Regular Shoppers
16,23,279627,0,Loyal Customers
54,5,6295,1,Regular Shoppers
